Date,Total_Equity
2024-07-25,40540332.65213178
2024-07-26,41029883.12213178
2024-07-29,40862385.88093178
2024-07-30,40449398.211450964
2024-07-31,40798079.0352845
2024-08-01,40136255.825284496
2024-08-02,39605234.766765445
2024-08-05,39277060.778124735
2024-08-06,39356824.57012384
2024-08-07,38932508.50141154
2024-08-08,39604180.48141154
2024-08-09,39500352.341411546
2024-08-12,39362356.15141155
2024-08-13,39778038.580423295
2024-08-14,39654968.64126693
2024-08-15,40132807.96523762
2024-08-16,40126123.64523762
2024-08-19,40331510.475237615
2024-08-20,40013810.75993751
2024-08-21,40107329.54007434
2024-08-22,40110768.07507434
2024-08-23,40493869.77007434
2024-08-26,40473001.78007434
2024-08-27,40410043.30720409
2024-08-28,40086432.62661433
2024-08-29,40182430.33321433
2024-08-30,40337266.431814335
2024-09-03,39447692.58511434
2024-09-04,39449012.25197418
2024-09-05,39377965.56036554
2024-09-06,38863407.75036554
2024-09-09,38999440.008432955
2024-09-10,38897915.03293166
2024-09-11,39363781.11346766
2024-09-12,39276879.07889581
2024-09-13,39583965.308895804
2024-09-16,39580443.4396158
2024-09-17,39732561.90460474
2024-09-18,39640671.82270474
2024-09-19,40245697.882435836
2024-09-20,40446552.80873583
2024-09-23,40504233.616535835
2024-09-24,40536177.8922012
2024-09-25,40245417.13037928
2024-09-26,40248458.599127114
2024-09-27,40337336.38062711
2024-09-30,40374353.069327116
2024-10-01,40043435.45860557
2024-10-02,40030632.811757356
2024-10-03,39899992.08175736
2024-10-04,39978861.46175736
2024-10-07,40022445.65461161
2024-10-08,40063235.529031545
2024-10-09,39963933.87844782
2024-10-10,39914299.61013204
2024-10-11,40246837.33013204
2024-10-14,40495923.130132034
2024-10-15,40294028.99960403
2024-10-16,40541720.987164214
2024-10-17,40478016.81716422
2024-10-18,40405995.737164214
2024-10-21,40203014.71828461
2024-10-22,40234447.164137684
2024-10-23,39787766.82903497
2024-10-24,39885725.02403497
2024-10-25,39972361.729034975
2024-10-28,39987192.41903497
2024-10-29,40279552.2953294
2024-10-30,40051054.6316754
2024-10-31,39232573.308875404
2024-11-01,39082991.2577754
2024-11-04,39205944.1810754
2024-11-05,39654158.14687845
2024-11-06,40436281.727437526
